sentence,label,idx
"this gentle , mesmerizing portrait ",1,612
"genial is the conceit , this is one of those rare pictures that you root for throughout , ",1,613
draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss ,1,614
"spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) ",0,615
"is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own ",0,616
"it lacks the compassion , good-natured humor and the level of insight that made ( eyre 's ) first film something of a sleeper success . ",0,617
handles it in the most unexpected way ,1,618
those eternally devoted to the insanity of black will have an intermittently good time . ,1,619
obscenely bad ,0,620
devastatingly ,0,621
i do n't see the point ,0,622
comes off like a bad imitation of the bard ,0,623
that excites the imagination and tickles the funny bone ,1,624
one of its strengths ,1,625
of masterpiece ,1,626
into this dream hispanic role with a teeth-clenching gusto ,1,627
stiff or just plain bad ,0,628
makes these lives count ,1,629
jolts the laughs from the audience -- ,1,630
a delightful stimulus ,1,631
has no point ,0,632
of isolation and frustration ,0,633
winning shot ,1,634
"of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel ",0,635
"feeling guilty for it ... then , miracle of miracles , the movie does a flip-flop . ",1,636
lewis ,1,637
that there 's no other reason why anyone should bother remembering it ,0,638
"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy . ",1,639
father cliché ,0,640
domestic tension and unhappiness ,0,641
"the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable ",0,642
called the best korean film of 2002 ,1,643
one of the best rock ,1,644
it forces you to watch people doing unpleasant things to each other and themselves ,1,645
of the holiday box office pie ,1,646
inexpressible and drab wannabe ,0,647
"the hail of bullets , none of which ever seem to hit ",0,648
"like an extended , open-ended poem than a traditionally structured story ",1,649
"'s about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ",0,650
to hate ,0,651
to be mesmerised ,1,652
the people who loved the 1989 paradiso will prefer this new version ,1,653
a lot of energy ,1,654
for its success on a patient viewer ,1,655
"while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . ",1,656
this may be burns 's strongest film since the brothers mcmullen . ,1,657
turned down ,0,658
"timely , tongue-in-cheek ",1,659
undramatic ,0,660
the pile of useless actioners ,0,661
morton deserves an oscar nomination . ,1,662
weirdly engaging and unpredictable character pieces ,1,663
efficiency and an affection for the period ,1,664
manages to accomplish what few sequels can -- it equals the original and in some ways even betters it ,1,665
does not work . ,0,666
it is n't merely offensive ,0,667
tell a story about the vietnam war before the pathology set in ,1,668
it irrigates our souls . ,1,669
a hint of humor ,1,670
with a big heart ,1,671
"a rollicking adventure for you and all your mateys , regardless of their ages ",1,672
its most immediate and most obvious pleasure ,1,673
"there are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies ",1,674
"one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them . ",1,675
made a decent ` intro ' documentary ,1,676
"makes us see familiar issues , like racism and homophobia , in a fresh way . ",1,677
the film goes right over the edge and kills every sense of believability ,0,678
"a beyond-lame satire , teddy bears ' picnic ranks among the most pitiful directing debuts by an esteemed writer-actor . ",0,679
emotional seesawing ,0,680
movies with the courage to go over the top and movies that do n't care about being stupid ,1,681
target audience has n't graduated from junior high school ,0,682
this intricately structured and well-realized drama ,1,683
embracing ,1,684
the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire ,0,685
"a meditation on faith and madness , frailty is blood-curdling stuff . ",1,686
a pretty listless collection ,0,687
other than its oscar-sweeping franchise predecessor ,1,688
almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in ,1,689
have been called freddy gets molested by a dog ,0,690
moody male hustler ,0,691
uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels ,0,692
"the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill ",1,693
which is mostly a bore ,0,694
an entertaining mix of period drama and flat-out farce that should please history fans ,1,695
suspect that you 'll be as bored watching morvern callar as the characters are in it . ,0,696
"the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart . ",1,697
love this movie ,1,698
"... the efforts of its star , kline , to lend some dignity to a dumb story are for naught . ",0,699
flat as the scruffy sands of its titular community ,0,700
"liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances ",1,701
"is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story ",0,702
works smoothly ,1,703
with a creepy and dead-on performance ,1,704
"might want to take a reality check before you pay the full ticket price to see `` simone , '' and consider a dvd rental instead . ",0,705
placed in the pantheon of the best of the swashbucklers ,1,706
a satisfyingly unsettling ride ,1,707
good a job as anyone ,1,708
", smart and complicated ",1,709
"the intimate , unguarded moments of folks who live in unusual homes -- ",0,710
are pretty valuable these days ,1,711
"( i ) t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop is n't as funny as it should be . ",0,712
that the only rip off that we were aware of ,0,713
beautiful to watch and ,1,714
accentuating ,1,715
no quarter to anyone seeking to pull a cohesive story out of its 2 1/2 - hour running time ,0,716
a wonderful ensemble cast ,1,717
endear ,1,718
the truly funny bits ,1,719
's that painful . ,0,720
american beauty reeks ,0,721
"clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long ",0,722
without any of its sense of fun or energy ,0,723
be the cat 's meow ,1,724
"'s simply stupid , irrelevant and deeply ",0,725
"wonderland adventure , a stalker thriller , and ",1,726
be part of ,1,727
cinema history as the only movie ever ,1,728
comes from a renowned indian film culture that allows americans to finally revel in its splendor ,1,729
accomplished oscar winners ,1,730
of those underrated professionals who deserve but rarely receive it ,1,731
we find ourselves surprised at how much we care about the story ,1,732
an all-time low ,0,733
enjoyed it just ,1,734
"reacting to it - feeling a part of its grand locations , ",1,735
delivered with such conviction that it 's hard not to be carried away ,1,736
"colorful , vibrant introduction ",1,737
the slow parade of human frailty fascinates you ,1,738
"famuyiwa 's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer . ",1,739
