sentence,label,idx,processed_text
of special effects that run the gamut from cheesy to cheesier to cheesiest ,0,393,special effects run gamut cheesy cheesier cheesiest
the worst film a man has made about women since valley of the dolls ,0,394,worst film man made women since valley dolls
"come , already having been recycled more times than i 'd care to count ",0,395,come already recycled times care count
with awe ,1,396,awe
joyous romp of a film . ,1,397,joyous romp film
a nonstop hoot ,1,398,nonstop hoot
", partisans and sabotage ",0,399,partisans sabotage
gory as the scenes of torture and self-mutilation ,0,400,gory scenes torture self mutilation
just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart ,1,401,recent argentine film son bride reminded us feel good movie still show real heart
"ub equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are . ",1,402,ub equally spoofs celebrates outre aspects black culture dorkier aspects white culture even points inseparable two
the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic . ,0,403,package fascinating timely content comes wrapped disappointingly generic
"this obscenely bad dark comedy , so crass ",0,404,obscenely bad dark comedy crass
naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation ,1,405,naomi watts terrific rachel petite frame vulnerable persona emphasising plight isolation
exciting and ,1,406,exciting
schticky ,0,407,schticky
and in the best way ,1,408,best way
of our most flamboyant female comics ,1,409,flamboyant female comics
squareness that would make it the darling of many a kids-and-family-oriented cable channel ,1,410,squareness would make darling many kids family oriented cable channel
"( less a movie than ) an appalling , odoriferous thing ... so ",0,411,less movie appalling odoriferous thing
this film special ,1,412,film special
of the amazing spider-man ,1,413,amazing spider man
the stomach-turning violence ,0,414,stomach turning violence
could use a little more humanity ,0,415,could use little humanity
not everything ,0,416,everything
"acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover . ",1,417,acquires undeniable entertainment value slight pale mr broomfield continues force people situations would make lesser men run cover
a slow-moving police-procedural thriller ,0,418,slow moving police procedural thriller
a bad idea from frame one ,0,419,bad idea frame one
"terrific , sweaty-palmed fun ",1,420,terrific sweaty palmed fun
very funny joke ,1,421,funny joke
volletta wallace 's maternal fury ,0,422,volletta wallace maternal fury
complex story ,1,423,complex story
atop wooden dialogue ,0,424,atop wooden dialogue
that it progresses in such a low-key manner that it risks monotony ,0,425,progresses low key manner risks monotony
be burns 's strongest film since the brothers mcmullen ,1,426,burns strongest film since brothers mcmullen
ca n't miss it ,1,427,ca n miss
dover kosashvili 's outstanding feature debut so potent ,1,428,dover kosashvili outstanding feature debut potent
of the best short story writing ,1,429,best short story writing
it seeks excitement in manufactured high drama ,0,430,seeks excitement manufactured high drama
feeble comedy . ,0,431,feeble comedy
an insult to every family ,0,432,insult every family
it is essentially empty ,0,433,essentially empty
of the film 's problems ,0,434,film problems
makes my big fat greek wedding look like an apartheid drama ,0,435,makes big fat greek wedding look like apartheid drama
is not even half the interest . ,0,436,even half interest
never achieve the popularity of my big fat greek wedding ,0,437,never achieve popularity big fat greek wedding
`` auto focus '' works as an unusual biopic and document of male swingers in the playboy era ,1,438,auto focus works unusual biopic document male swingers playboy era
"right now , they 're merely signposts marking the slow , lingering death of imagination . ",0,439,right merely signposts marking slow lingering death imagination
appealing character quirks to forgive that still serious problem ,1,440,appealing character quirks forgive still serious problem
"often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ? ",0,441,often lingers long irrelevant engaging gradually turns time
the energy it takes to describe how bad it is ,0,442,energy takes describe bad
wait to see it then . ,0,443,wait see
could easily be called the best korean film of 2002 ,1,444,could easily called best korean film 2002
largest-ever historical canvas ,1,445,largest ever historical canvas
"a solid cast , assured direction and complete lack of modern day irony . ",1,446,solid cast assured direction complete lack modern day irony
comatose ballerinas ,0,447,comatose ballerinas
oh-so-important ,1,448,oh important
"of the road , where the thematic ironies are too obvious and the sexual politics too smug ",0,449,road thematic ironies obvious sexual politics smug
formulaic equations ,0,450,formulaic equations
"'s a work that , with humor , warmth , and intelligence , captures a life interestingly lived ",1,451,work humor warmth intelligence captures life interestingly lived
deserve a passing grade ,1,452,deserve passing grade
you 're gon na like this movie . ,1,453,gon na like movie
"simply stupid , irrelevant ",0,454,simply stupid irrelevant
weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise . ,1,455,weaves elements plot powerfully evocative mood combining heated sexuality haunting sense malaise
a heavy-handed indictment of parental failings and ,0,456,heavy handed indictment parental failings
felt performances across the board . ,1,457,felt performances across board
seem weird and distanced ,0,458,seem weird distanced
has finally made a movie that is n't just offensive ,1,459,finally made movie n offensive
casual and fun ,1,460,casual fun
plodding mess ,0,461,plodding mess
"the weird thing about the santa clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally . ",0,462,weird thing santa clause 2 purportedly children movie nothing engage children emotionally
the film 's intimate camera work ,1,463,film intimate camera work
you 'll find yourself wishing that you and they were in another movie . ,0,464,find wishing another movie
